"title" "category" "face" "eyes" "shook" "shoulder" "rest" "city" "dark" "fear" "felt" "lips" "looked" "held" "grew" "hair" "brought" "head" "black" "fast" "human" "dead" "wall" "fell" "bring" "alive" "men" "whispered" "stood" "rose" "sighed" "blue" "fingers" "breath" "deep" "turned" "arms" "sound" "air" "blood" "moment" "beneath" "reached" "move" "skin" "leave" "feet" "knew" "gave" "save" "heavy" "showing" "kill" "filled" "leaned" "floor" "leaving" "find" "moving" "died" "lay" "quickly" "night" "hold" "sat" "moved" "fire" "carefully" "killed" "hand" "passed" "bright" "suddenly" "long" "shoulders" "teeth" "heart" "thought" "closed" "middle" "great" "white" "light" "drew" "realized" "side" "large" "waited" "strong" "remained" "odd" "soft" "touched" "touch" "neck" "eye" "man" "red" "order" "arm" "powerful" "chest"
"0" "abarat" "children" 2.0533631013914166 4.317508972280057 10.52560176391736 -2.189000482792705 1.8905650748327276 18.547830759846587 -3.147949245100619 -1.939879721874616 -1.308346362558415 -1.833502780537125 15.940180819098307 -2.539193135863526 -1.7350811705140108 -3.781521740555419 -2.245573127145062 11.87762214674437 -3.3562348622306035 -1.79897044678135 5.812358500104072 -2.617040823204601 1.968549219168231 -2.1072487598054477 -1.784970463972673 -1.5679861114677285 -3.4338245612435885 -1.7422956763538175 -2.859815224008887 -1.9972284134421778 -1.5679861114677285 12.218128161545318 -2.171741339791618 -2.327855666249539 1.3589078621021395 -3.9407102021299574 -2.6026217557710165 1.0909080507275863 9.963361544213178 0.5313286484447687 1.8236807490625784 12.135462965183658 -2.463978175163573 -2.119120677743358 1.3845547156720137 5.626827690569447 3.097866859570537 -4.677215887267962 0.20353774029667066 -1.4430062758774314 -1.6837142807762016 5.548327147846124 -1.6837142807762016 8.416909265900165 -1.88744083106964 0.856297154191575 -1.9334026429513855 1.8590821432861975 2.6643683136640783 -2.1072487598054477 -2.0097503443459415 9.800630832802995 1.5018482433363471 2.1649800505334307 -2.729652725892777 4.521481952647012 25.37264801382974 4.504339126321084 -1.9138398869980204 -2.2053838997966233 7.207213352059872 3.792471856957761 5.718548144454928 -0.678178145329357 -1.805929739486458 4.076602446571709 4.174263057960515 2.8993869598643687 -2.171741339791618 -2.0529757269829516 8.63699644777321 4.757053678367874 -0.2900481783161303 -1.805929739486458 2.644206717099752 -3.4081576002903935 1.3589078621021395 -1.784970463972673 -2.046856560683294 -1.5026243712931726 6.01369438228777 -1.5274628204676568 -1.5437997859336814 -1.5918049856884147 3.1487373033253334 -2.165957730748907 0.7940992402845993 7.563732645696304 3.221700279037268 -2.4741389530138123 -1.7566358003237543 -1.7919841273916894
"1" "avalonhigh" "children" -4.449053983027198 -5.112849782932301 -2.2622690680073534 -2.189000482792705 12.284476620125695 -2.720446451014244 -3.147949245100619 -1.939879721874616 -3.827679773996041 -1.833502780537125 -4.677215887267962 -2.539193135863526 36.94558409187787 -3.781521740555419 -2.245573127145062 2.5314483477374354 -3.3562348622306035 -1.79897044678135 -2.359965537100849 23.027990528484235 -2.2733315744080826 -2.1072487598054477 -1.784970463972673 41.234748854665845 -3.4338245612435885 -1.7422956763538175 -2.859815224008887 -1.9972284134421778 19.83338137159906 -2.6026217557710165 -2.171741339791618 -2.327855666249539 -2.4993601854604632 -3.9407102021299574 -2.6026217557710165 -2.607436971276879 -2.9800997754107494 -2.851029288578974 -3.573452921837395 -2.0407190459353557 -2.463978175163573 -2.119120677743358 -2.489302357193093 39.50733286066121 -3.1078463433767443 2.4973614229675483 -3.0052487425863452 21.811949396065955 -1.6837142807762016 -1.389871137482911 18.246654762833618 -1.8741018594652163 -1.88744083106964 -2.7065783244031922 -1.9334026429513855 -3.559384154922375 -2.046856560683294 -2.1072487598054477 -2.0097503443459415 -2.375857740482478 -3.704442319190267 -2.2061246067195532 -2.729652725892777 -2.678626680356107 -2.428080632660263 -1.5839051603216523 -1.9138398869980204 -4.39801152154577 -2.0772721434267876 -1.7422956763538175 -2.3811315710349654 -4.743789344536203 -1.805929739486458 -1.6762476618091926 -2.775226037580223 8.691095684351716 -2.171741339791618 -2.0529757269829516 -3.246039639153063 -3.502544028732473 -3.2537591260096095 -1.805929739486458 -2.0529757269829516 -3.4081576002903935 -2.4993601854604632 -1.784970463972673 -2.046856560683294 -1.5026243712931726 -1.3156904401326914 -1.5274628204676568 -1.5437997859336814 -1.5918049856884147 -1.9072743791850348 -2.165957730748907 -4.996210342959042 -2.793247175231538 -1.88744083106964 -2.4741389530138123 -1.7566358003237543 -1.7919841273916894
"2" "beyondthedeepwoods" "children" 0.9153107874915796 8.890895366215979 -2.2622690680073534 -2.189000482792705 -2.300755142349009 -2.720446451014244 19.596713953487104 -1.939879721874616 2.407520101089444 -1.833502780537125 -4.677215887267962 -2.539193135863526 -1.7350811705140108 8.84109427813865 -2.245573127145062 -4.66378716048097 3.7548135084502916 11.467700215534487 -2.359965537100849 -2.617040823204601 -2.2733315744080826 -2.1072487598054477 -1.784970463972673 -1.5679861114677285 -3.4338245612435885 11.95592373186601 -2.859815224008887 -1.9972284134421778 28.874054508837293 -2.6026217557710165 -2.171741339791618 18.177151405034188 7.0496230253329 -3.9407102021299574 6.567496182329842 -2.607436971276879 -2.9800997754107494 -2.851029288578974 9.784130888958005 -2.0407190459353557 -2.463978175163573 -2.119120677743358 -2.489302357193093 -2.402111109181918 -3.1078463433767443 0.42546678206421445 4.936306347508375 -1.4430062758774314 -1.6837142807762016 -1.389871137482911 -1.6837142807762016 10.860717397102684 10.757378575089941 6.111325903049729 -1.9334026429513855 -3.559384154922375 -2.046856560683294 -2.1072487598054477 -2.0097503443459415 -2.375857740482478 9.180816185201378 8.612098614214442 6.013711667056321 -2.678626680356107 17.230532123159804 -1.5839051603216523 -1.9138398869980204 -4.39801152154577 -2.0772721434267876 -1.7422956763538175 -2.3811315710349654 5.318355795266898 -1.805929739486458 -1.6762476618091926 -2.775226037580223 9.601199400272975 -2.171741339791618 -2.0529757269829516 -3.246039639153063 -3.502544028732473 4.081248637136305 -1.805929739486458 -2.0529757269829516 -3.4081576002903935 -2.4993601854604632 -1.784970463972673 -2.046856560683294 14.380485808896267 -1.3156904401326914 -1.5274628204676568 -1.5437997859336814 -1.5918049856884147 10.606052863686688 -2.165957730748907 -4.996210342959042 -2.793247175231538 -1.88744083106964 -2.4741389530138123 -1.7566358003237543 -1.7919841273916894
"3" "blackwater" "children" -4.449053983027198 11.820971912574565 -2.2622690680073534 -2.189000482792705 -2.300755142349009 -2.720446451014244 -3.147949245100619 -1.939879721874616 18.791789902721 -1.833502780537125 50.85587602052898 14.50954674871452 -1.7350811705140108 7.6662620512905 -2.245573127145062 4.618378127177406 -3.3562348622306035 -1.79897044678135 34.32704756498359 -2.617040823204601 -2.2733315744080826 18.436146076046796 -1.784970463972673 -1.5679861114677285 -3.4338245612435885 -1.7422956763538175 12.277541527788294 -1.9972284134421778 -1.5679861114677285 -2.6026217557710165 -2.171741339791618 16.268676720910378 -2.4993601854604632 7.0446302744788 14.030622469615393 13.995090248717196 -2.9800997754107494 12.332975822648825 -3.573452921837395 -2.0407190459353557 -2.463978175163573 -2.119120677743358 -2.489302357193093 -2.402111109181918 24.75070167158573 4.578299430698194 -3.0052487425863452 -1.4430062758774314 -1.6837142807762016 -1.389871137482911 -1.6837142807762016 -1.8741018594652163 -1.88744083106964 -2.7065783244031922 -1.9334026429513855 -3.559384154922375 -2.046856560683294 -2.1072487598054477 -2.0097503443459415 34.06575452646423 -3.704442319190267 -2.2061246067195532 -2.729652725892777 -2.678626680356107 -2.428080632660263 -1.5839051603216523 -1.9138398869980204 5.445083040159275 -2.0772721434267876 47.95081196039171 -2.3811315710349654 4.381835793077433 -1.805929739486458 24.149317543346633 -2.775226037580223 3.856626996716795 17.761591648287457 -2.0529757269829516 -3.246039639153063 -3.502544028732473 -3.2537591260096095 -1.805929739486458 -2.0529757269829516 21.995622604213494 -2.4993601854604632 -1.784970463972673 -2.046856560683294 -1.5026243712931726 -1.3156904401326914 -1.5274628204676568 -1.5437997859336814 -1.5918049856884147 -1.9072743791850348 17.82060187541442 -4.996210342959042 12.704859714093388 -1.88744083106964 102.50794357063081 22.887085614248797 -1.7919841273916894
"4" "bluedjinn" "children" -4.449053983027198 -5.112849782932301 10.738732944449438 -2.189000482792705 -2.300755142349009 -2.720446451014244 -3.147949245100619 -1.939879721874616 -3.827679773996041 -1.833502780537125 -4.677215887267962 -2.539193135863526 -1.7350811705140108 -3.781521740555419 -2.245573127145062 1.6426251378986907 -3.3562348622306035 -1.79897044678135 22.56562277637416 -2.617040823204601 -2.2733315744080826 -2.1072487598054477 -1.784970463972673 -1.5679861114677285 -3.4338245612435885 -1.7422956763538175 -2.859815224008887 -1.9972284134421778 17.189683035455513 -2.6026217557710165 -2.171741339791618 -2.327855666249539 -2.4993601854604632 -3.9407102021299574 -2.6026217557710165 -2.607436971276879 -2.9800997754107494 17.781354127265857 4.657175926285064 -2.0407190459353557 -2.463978175163573 -2.119120677743358 -2.489302357193093 -2.402111109181918 -3.1078463433767443 1.6110901081737492 -3.0052487425863452 -1.4430062758774314 -1.6837142807762016 -1.389871137482911 -1.6837142807762016 -1.8741018594652163 -1.88744083106964 -2.7065783244031922 -1.9334026429513855 -3.559384154922375 -2.046856560683294 -2.1072487598054477 -2.0097503443459415 -2.375857740482478 -3.704442319190267 -2.2061246067195532 -2.729652725892777 -2.678626680356107 9.685093991881807 -1.5839051603216523 -1.9138398869980204 2.2895027247891275 -2.0772721434267876 -1.7422956763538175 -2.3811315710349654 1.4562677342542372 -1.805929739486458 -1.6762476618091926 -2.775226037580223 1.040392923693884 -2.171741339791618 -2.0529757269829516 5.814775377128222 -3.502544028732473 5.785559264455502 -1.805929739486458 -2.0529757269829516 -3.4081576002903935 -2.4993601854604632 -1.784970463972673 -2.046856560683294 -1.5026243712931726 -1.3156904401326914 -1.5274628204676568 -1.5437997859336814 -1.5918049856884147 -1.9072743791850348 -2.165957730748907 0.8906044000053265 -2.793247175231538 13.695439554756431 -2.4741389530138123 -1.7566358003237543 -1.7919841273916894
"5" "thebookthief" "children" 7.257554552636177 -5.112849782932301 -2.2622690680073534 9.707601126651879 -2.300755142349009 -2.720446451014244 13.397213741372049 -1.939879721874616 2.9758325897040065 -1.833502780537125 6.458325979660069 -2.539193135863526 -1.7350811705140108 -3.781521740555419 -2.245573127145062 -4.66378716048097 -3.3562348622306035 -1.79897044678135 -2.359965537100849 -2.617040823204601 -2.2733315744080826 -2.1072487598054477 -1.784970463972673 -1.5679861114677285 -3.4338245612435885 -1.7422956763538175 15.352317117997096 -1.9972284134421778 -1.5679861114677285 -2.6026217557710165 -2.171741339791618 8.85912084790135 -2.4993601854604632 -3.9407102021299574 27.41518618223101 17.36747859027849 5.758421961861396 -2.851029288578974 25.576690915262986 -2.0407190459353557 -2.463978175163573 10.169781478786167 7.972129373434813 19.280205389104975 -3.1078463433767443 -4.677215887267962 -3.0052487425863452 -1.4430062758774314 -1.6837142807762016 -1.389871137482911 -1.6837142807762016 -1.8741018594652163 -1.88744083106964 -2.7065783244031922 -1.9334026429513855 11.073296968104422 10.675904363010002 10.250887196136919 -2.0097503443459415 -2.375857740482478 -3.704442319190267 -2.2061246067195532 -2.729652725892777 -2.678626680356107 -2.428080632660263 -1.5839051603216523 -1.9138398869980204 -4.39801152154577 -2.0772721434267876 -1.7422956763538175 -2.3811315710349654 0.7458445273094998 -1.805929739486458 -1.6762476618091926 -2.775226037580223 -4.927956350327146 -2.171741339791618 -2.0529757269829516 -3.246039639153063 26.237743548569817 -3.2537591260096095 -1.805929739486458 -2.0529757269829516 -3.4081576002903935 -2.4993601854604632 -1.784970463972673 -2.046856560683294 15.828165122194784 -1.3156904401326914 -1.5274628204676568 -1.5437997859336814 -1.5918049856884147 -1.9072743791850348 -2.165957730748907 -4.996210342959042 6.529832750377988 -1.88744083106964 -2.4741389530138123 -1.7566358003237543 -1.7919841273916894
"6" "boymeetsgirl" "children" -4.449053983027198 -5.112849782932301 -2.2622690680073534 -2.189000482792705 -2.300755142349009 -2.720446451014244 -3.147949245100619 -1.939879721874616 -3.827679773996041 -1.833502780537125 -4.677215887267962 -2.539193135863526 -1.7350811705140108 -3.781521740555419 -2.245573127145062 -4.66378716048097 -3.3562348622306035 -1.79897044678135 19.652242324149807 -2.617040823204601 -2.2733315744080826 -2.1072487598054477 12.766545372439298 -1.5679861114677285 -3.4338245612435885 -1.7422956763538175 -2.859815224008887 -1.9972284134421778 -1.5679861114677285 -2.6026217557710165 -2.171741339791618 -2.327855666249539 -2.4993601854604632 -3.9407102021299574 -2.6026217557710165 -2.607436971276879 -2.9800997754107494 -2.851029288578974 -3.573452921837395 -2.0407190459353557 -2.463978175163573 10.13786225240557 -2.489302357193093 8.410888287366351 -3.1078463433767443 -4.677215887267962 -3.0052487425863452 -1.4430062758774314 -1.6837142807762016 -1.389871137482911 -1.6837142807762016 -1.8741018594652163 -1.88744083106964 -2.7065783244031922 -1.9334026429513855 18.33262708368395 -2.046856560683294 -2.1072487598054477 -2.0097503443459415 -2.375857740482478 10.318735118056743 -2.2061246067195532 -2.729652725892777 -2.678626680356107 8.26926838641585 -1.5839051603216523 -1.9138398869980204 -4.39801152154577 -2.0772721434267876 -1.7422956763538175 -2.3811315710349654 -4.743789344536203 -1.805929739486458 -1.6762476618091926 -2.775226037580223 -4.927956350327146 -2.171741339791618 -2.0529757269829516 -3.246039639153063 -3.502544028732473 -3.2537591260096095 -1.805929739486458 -2.0529757269829516 -3.4081576002903935 -2.4993601854604632 -1.784970463972673 -2.046856560683294 -1.5026243712931726 -1.3156904401326914 -1.5274628204676568 -1.5437997859336814 -1.5918049856884147 -1.9072743791850348 -2.165957730748907 -4.996210342959042 -2.793247175231538 -1.88744083106964 -2.4741389530138123 -1.7566358003237543 -1.7919841273916894
"7" "coraline" "children" -4.449053983027198 -5.112849782932301 -2.2622690680073534 -2.189000482792705 -2.300755142349009 -2.720446451014244 -3.147949245100619 -1.939879721874616 -3.827679773996041 -1.833502780537125 7.1025308810526 -2.539193135863526 -1.7350811705140108 -3.781521740555419 -2.245573127145062 -4.66378716048097 4.851834744698584 -1.79897044678135 -2.359965537100849 -2.617040823204601 -2.2733315744080826 -2.1072487598054477 -1.784970463972673 -1.5679861114677285 4.588777897052756 -1.7422956763538175 -2.859815224008887 11.79599082026203 -1.5679861114677285 -2.6026217557710165 -2.171741339791618 -2.327855666249539 -2.4993601854604632 3.049961010257433 -2.6026217557710165 -2.607436971276879 -2.9800997754107494 -2.851029288578974 -3.573452921837395 -2.0407190459353557 -2.463978175163573 -2.119120677743358 -2.489302357193093 -2.402111109181918 -3.1078463433767443 1.2126574968923187 -3.0052487425863452 -1.4430062758774314 -1.6837142807762016 -1.389871137482911 -1.6837142807762016 12.825317612991949 -1.88744083106964 7.471663745301419 -1.9334026429513855 -3.559384154922375 -2.046856560683294 -2.1072487598054477 -2.0097503443459415 -2.375857740482478 3.7320911702589052 -2.2061246067195532 -2.729652725892777 28.174731387512637 -2.428080632660263 -1.5839051603216523 -1.9138398869980204 -4.39801152154577 -2.0772721434267876 -1.7422956763538175 -2.3811315710349654 1.0634266521270193 -1.805929739486458 -1.6762476618091926 -2.775226037580223 0.6622330523371798 -2.171741339791618 -2.0529757269829516 -3.246039639153063 4.362655991711107 -3.2537591260096095 -1.805929739486458 -2.0529757269829516 -3.4081576002903935 -2.4993601854604632 -1.784970463972673 -2.046856560683294 -1.5026243712931726 -1.3156904401326914 -1.5274628204676568 -1.5437997859336814 -1.5918049856884147 -1.9072743791850348 -2.165957730748907 17.059073542527297 -2.793247175231538 -1.88744083106964 -2.4741389530138123 -1.7566358003237543 -1.7919841273916894
"8" "eldest" "children" 2.596929837810946 13.280784127704468 -2.2622690680073534 -2.189000482792705 11.324320297204162 -2.720446451014244 6.810267975597664 -1.939879721874616 4.362128212401508 -1.833502780537125 2.025053825742013 -2.539193135863526 -1.7350811705140108 4.5082527294019705 11.714320676135248 2.057780806444061 5.983982276688817 -1.79897044678135 -2.359965537100849 -2.617040823204601 -2.2733315744080826 -2.1072487598054477 -1.784970463972673 -1.5679861114677285 -3.4338245612435885 -1.7422956763538175 19.06325317514565 13.698503818014336 -1.5679861114677285 -2.6026217557710165 -2.171741339791618 -2.327855666249539 -2.4993601854604632 -3.9407102021299574 -2.6026217557710165 -2.607436971276879 -2.9800997754107494 -2.851029288578974 -3.573452921837395 -2.0407190459353557 22.981021864549913 -2.119120677743358 -2.489302357193093 -2.402111109181918 -3.1078463433767443 -4.677215887267962 -3.0052487425863452 -1.4430062758774314 -1.6837142807762016 -1.389871137482911 -1.6837142807762016 -1.8741018594652163 31.32998444279158 8.875559203191711 14.280479393845528 -3.559384154922375 -2.046856560683294 -2.1072487598054477 -2.0097503443459415 -2.375857740482478 -3.704442319190267 -2.2061246067195532 -2.729652725892777 -2.678626680356107 -2.428080632660263 18.207660122589065 -1.9138398869980204 -4.39801152154577 13.013654908014697 -1.7422956763538175 -2.3811315710349654 -4.743789344536203 -1.805929739486458 -1.6762476618091926 -2.775226037580223 -4.927956350327146 12.262741168817367 -2.0529757269829516 6.411255362526051 -3.502544028732473 -3.2537591260096095 -1.805929739486458 -2.0529757269829516 -3.4081576002903935 -2.4993601854604632 -1.784970463972673 13.268316463449075 -1.5026243712931726 -1.3156904401326914 -1.5274628204676568 18.7619177482128 18.101538523276634 -1.9072743791850348 -2.165957730748907 1.2781376589465552 -2.793247175231538 -1.88744083106964 10.196112386046748 -1.7566358003237543 -1.7919841273916894
"9" "endymionspring" "children" -4.449053983027198 6.063472536102229 -2.2622690680073534 -2.189000482792705 -2.300755142349009 -2.720446451014244 15.004458145772247 -1.939879721874616 -3.827679773996041 -1.833502780537125 19.75734455216269 -2.539193135863526 -1.7350811705140108 -3.781521740555419 -2.245573127145062 -4.66378716048097 13.669646665285365 -1.79897044678135 -2.359965537100849 -2.617040823204601 -2.2733315744080826 -2.1072487598054477 -1.784970463972673 -1.5679861114677285 13.207345109393973 -1.7422956763538175 -2.859815224008887 -1.9972284134421778 34.87548537398314 -2.6026217557710165 76.7642572930015 -2.327855666249539 -2.4993601854604632 -3.9407102021299574 -2.6026217557710165 19.307898959115295 16.194713636660698 17.191857458241717 -3.573452921837395 -2.0407190459353557 -2.463978175163573 -2.119120677743358 43.421438037791084 -2.402111109181918 -3.1078463433767443 -4.677215887267962 -3.0052487425863452 -1.4430062758774314 -1.6837142807762016 -1.389871137482911 -1.6837142807762016 -1.8741018594652163 -1.88744083106964 -2.7065783244031922 -1.9334026429513855 -3.559384154922375 -2.046856560683294 -2.1072487598054477 -2.0097503443459415 -2.375857740482478 -3.704442319190267 -2.2061246067195532 -2.729652725892777 -2.678626680356107 -2.428080632660263 -1.5839051603216523 -1.9138398869980204 21.587758121355545 -2.0772721434267876 -1.7422956763538175 -2.3811315710349654 -4.743789344536203 -1.805929739486458 -1.6762476618091926 -2.775226037580223 -4.927956350327146 -2.171741339791618 -2.0529757269829516 -3.246039639153063 -3.502544028732473 -3.2537591260096095 -1.805929739486458 -2.0529757269829516 -3.4081576002903935 -2.4993601854604632 -1.784970463972673 -2.046856560683294 -1.5026243712931726 -1.3156904401326914 -1.5274628204676568 -1.5437997859336814 -1.5918049856884147 -1.9072743791850348 -2.165957730748907 6.441029729086017 -2.793247175231538 28.387869632821012 -2.4741389530138123 -1.7566358003237543 -1.7919841273916894
